scenario,mechanism,epoch,occupancy,rejected,expired
correlated_maximum,shared_byte_time,1664,579,0.0,18
correlated_maximum,shared_byte_time,1728,596,0.0,18
correlated_maximum,shared_byte_time,1792,613,0.0,18
correlated_maximum,shared_byte_time,1856,630,0.0,18
correlated_maximum,shared_byte_time,1920,647,0.0,18
correlated_maximum,shared_byte_time,1984,664,0.0,18
correlated_maximum,shared_byte_time,2048,634,0.0,30
correlated_maximum,shared_byte_time,2112,604,0.0,30
correlated_maximum,shared_byte_time,2176,574,0.0,30
correlated_maximum,shared_byte_time,2240,544,0.0,30
correlated_maximum,shared_byte_time,2304,532,0.0,12
correlated_maximum,shared_byte_time,2368,520,0.0,12
correlated_maximum,shared_byte_time,2432,508,0.0,12
correlated_maximum,shared_byte_time,2496,496,0.0,12
correlated_maximum,shared_byte_time,2560,484,0.0,12
correlated_maximum,shared_byte_time,2624,472,0.0,12
correlated_maximum,shared_byte_time,2688,460,0.0,12
correlated_maximum,shared_byte_time,2752,448,0.0,12
correlated_maximum,shared_byte_time,2816,436,0.0,12
correlated_maximum,shared_byte_time,2880,424,0.0,12
correlated_maximum,shared_byte_time,2944,412,0.0,12
correlated_maximum,shared_byte_time,3008,400,0.0,12
correlated_maximum,shared_byte_time,3072,400,0.0,0
correlated_maximum,shared_byte_time,3136,400,0.0,0
correlated_maximum,shared_byte_time,3200,400,0.0,0
correlated_maximum,shared_byte_time,3264,400,0.0,0
correlated_maximum,shared_byte_time,3328,400,0.0,0
correlated_maximum,shared_byte_time,3392,400,0.0,0
correlated_maximum,shared_byte_time,3456,400,0.0,0
correlated_maximum,shared_byte_time,3520,400,0.0,0
correlated_maximum,shared_byte_time,3584,400,0.0,0
correlated_maximum,shared_byte_time,3648,400,0.0,0
correlated_maximum,shared_byte_time,3712,400,0.0,0
correlated_maximum,shared_byte_time,3776,400,0.0,0
correlated_maximum,shared_byte_time,3840,400,0.0,0
correlated_maximum,shared_byte_time,3904,400,0.0,0
correlated_maximum,shared_byte_time,3968,400,0.0,0
correlated_maximum,shared_byte_time,4032,400,0.0,0
correlated_maximum,shared_byte_time,4096,395,0.0,5
correlated_maximum,shared_byte_time,4160,390,0.0,5
correlated_maximum,shared_byte_time,4224,385,0.0,5
correlated_maximum,shared_byte_time,4288,380,0.0,5
correlated_maximum,shared_byte_time,4352,375,0.0,5
correlated_maximum,shared_byte_time,4416,370,0.0,5
correlated_maximum,shared_byte_time,4480,365,0.0,5
correlated_maximum,shared_byte_time,4544,360,0.0,5
correlated_maximum,shared_byte_time,4608,325,0.0,35
correlated_maximum,shared_byte_time,4672,290,0.0,35
correlated_maximum,shared_byte_time,4736,255,0.0,35
correlated_maximum,shared_byte_time,4800,220,0.0,35
correlated_maximum,shared_byte_time,4864,185,0.0,35
correlated_maximum,shared_byte_time,4928,150,0.0,35
correlated_maximum,shared_byte_time,4992,115,0.0,35
correlated_maximum,shared_byte_time,5056,80,0.0,35
correlated_maximum,shared_byte_time,5120,75,0.0,5
correlated_maximum,shared_byte_time,5184,70,0.0,5
correlated_maximum,shared_byte_time,5248,65,0.0,5
correlated_maximum,shared_byte_time,5312,60,0.0,5
correlated_maximum,shared_byte_time,5376,55,0.0,5
correlated_maximum,shared_byte_time,5440,50,0.0,5
correlated_maximum,shared_byte_time,5504,45,0.0,5
correlated_maximum,shared_byte_time,5568,40,0.0,5
correlated_maximum,shared_byte_time,5632,35,0.0,5
correlated_maximum,shared_byte_time,5696,30,0.0,5
correlated_maximum,shared_byte_time,5760,25,0.0,5
correlated_maximum,shared_byte_time,5824,20,0.0,5
correlated_maximum,shared_byte_time,5888,15,0.0,5
correlated_maximum,shared_byte_time,5952,10,0.0,5
correlated_maximum,shared_byte_time,6016,5,0.0,5
correlated_maximum,shared_byte_time,6080,0,0.0,5
correlated_maximum,term_premium,0,35,0.0,0
correlated_maximum,term_premium,64,70,0.0,0
correlated_maximum,term_premium,128,105,0.0,0
correlated_maximum,term_premium,192,140,0.0,0
correlated_maximum,term_premium,256,157,0.0,18
correlated_maximum,term_premium,320,174,0.0,18
correlated_maximum,term_premium,384,191,0.0,18
correlated_maximum,term_premium,448,208,0.0,18
correlated_maximum,term_premium,512,225,0.0,18
correlated_maximum,term_premium,576,242,0.0,18
correlated_maximum,term_premium,640,259,0.0,18
correlated_maximum,term_premium,704,276,0.0,18
correlated_maximum,term_premium,768,311,0.0,0
correlated_maximum,term_premium,832,346,0.0,0
correlated_maximum,term_premium,896,381,0.0,0
correlated_maximum,term_premium,960,416,0.0,0
correlated_maximum,term_premium,1024,439,0.0,12
correlated_maximum,term_premium,1088,462,0.0,12
correlated_maximum,term_premium,1152,485,0.0,12
correlated_maximum,term_premium,1216,508,0.0,12
correlated_maximum,term_premium,1280,513,0.0,30
correlated_maximum,term_premium,1344,518,0.0,30
correlated_maximum,term_premium,1408,523,0.0,30
correlated_maximum,term_premium,1472,528,0.0,30
correlated_maximum,term_premium,1536,545,0.0,18
correlated_maximum,term_premium,1600,562,0.0,18
correlated_maximum,term_premium,1664,579,0.0,18
correlated_maximum,term_premium,1728,596,0.0,18
correlated_maximum,term_premium,1792,613,0.0,18
correlated_maximum,term_premium,1856,630,0.0,18
correlated_maximum,term_premium,1920,647,0.0,18
correlated_maximum,term_premium,1984,664,0.0,18
correlated_maximum,term_premium,2048,634,0.0,30
correlated_maximum,term_premium,2112,604,0.0,30
correlated_maximum,term_premium,2176,574,0.0,30
correlated_maximum,term_premium,2240,544,0.0,30
correlated_maximum,term_premium,2304,532,0.0,12
correlated_maximum,term_premium,2368,520,0.0,12
correlated_maximum,term_premium,2432,508,0.0,12
correlated_maximum,term_premium,2496,496,0.0,12
correlated_maximum,term_premium,2560,484,0.0,12
correlated_maximum,term_premium,2624,472,0.0,12
correlated_maximum,term_premium,2688,460,0.0,12
correlated_maximum,term_premium,2752,448,0.0,12
correlated_maximum,term_premium,2816,436,0.0,12
correlated_maximum,term_premium,2880,424,0.0,12
correlated_maximum,term_premium,2944,412,0.0,12
correlated_maximum,term_premium,3008,400,0.0,12
correlated_maximum,term_premium,3072,400,0.0,0
correlated_maximum,term_premium,3136,400,0.0,0
correlated_maximum,term_premium,3200,400,0.0,0
correlated_maximum,term_premium,3264,400,0.0,0
correlated_maximum,term_premium,3328,400,0.0,0
correlated_maximum,term_premium,3392,400,0.0,0
correlated_maximum,term_premium,3456,400,0.0,0
correlated_maximum,term_premium,3520,400,0.0,0
correlated_maximum,term_premium,3584,400,0.0,0
correlated_maximum,term_premium,3648,400,0.0,0
correlated_maximum,term_premium,3712,400,0.0,0
correlated_maximum,term_premium,3776,400,0.0,0
correlated_maximum,term_premium,3840,400,0.0,0
correlated_maximum,term_premium,3904,400,0.0,0
correlated_maximum,term_premium,3968,400,0.0,0
correlated_maximum,term_premium,4032,400,0.0,0
correlated_maximum,term_premium,4096,395,0.0,5
correlated_maximum,term_premium,4160,390,0.0,5
correlated_maximum,term_premium,4224,385,0.0,5
correlated_maximum,term_premium,4288,380,0.0,5
correlated_maximum,term_premium,4352,375,0.0,5
correlated_maximum,term_premium,4416,370,0.0,5
correlated_maximum,term_premium,4480,365,0.0,5
correlated_maximum,term_premium,4544,360,0.0,5
correlated_maximum,term_premium,4608,325,0.0,35
correlated_maximum,term_premium,4672,290,0.0,35
correlated_maximum,term_premium,4736,255,0.0,35
correlated_maximum,term_premium,4800,220,0.0,35
correlated_maximum,term_premium,4864,185,0.0,35
correlated_maximum,term_premium,4928,150,0.0,35
correlated_maximum,term_premium,4992,115,0.0,35
correlated_maximum,term_premium,5056,80,0.0,35
correlated_maximum,term_premium,5120,75,0.0,5
correlated_maximum,term_premium,5184,70,0.0,5
correlated_maximum,term_premium,5248,65,0.0,5
correlated_maximum,term_premium,5312,60,0.0,5
correlated_maximum,term_premium,5376,55,0.0,5
correlated_maximum,term_premium,5440,50,0.0,5
correlated_maximum,term_premium,5504,45,0.0,5
correlated_maximum,term_premium,5568,40,0.0,5
correlated_maximum,term_premium,5632,35,0.0,5
correlated_maximum,term_premium,5696,30,0.0,5
correlated_maximum,term_premium,5760,25,0.0,5
correlated_maximum,term_premium,5824,20,0.0,5
correlated_maximum,term_premium,5888,15,0.0,5
correlated_maximum,term_premium,5952,10,0.0,5
correlated_maximum,term_premium,6016,5,0.0,5
correlated_maximum,term_premium,6080,0,0.0,5
correlated_maximum,five_maturity_lanes,0,35,0.0,0
correlated_maximum,five_maturity_lanes,64,70,0.0,0
correlated_maximum,five_maturity_lanes,128,105,0.0,0
correlated_maximum,five_maturity_lanes,192,140,0.0,0
correlated_maximum,five_maturity_lanes,256,157,0.0,18
correlated_maximum,five_maturity_lanes,320,174,0.0,18
correlated_maximum,five_maturity_lanes,384,191,0.0,18
correlated_maximum,five_maturity_lanes,448,208,0.0,18
correlated_maximum,five_maturity_lanes,512,225,0.0,18
correlated_maximum,five_maturity_lanes,576,242,0.0,18
correlated_maximum,five_maturity_lanes,640,259,0.0,18
correlated_maximum,five_maturity_lanes,704,276,0.0,18
correlated_maximum,five_maturity_lanes,768,294,17.0,0
correlated_maximum,five_maturity_lanes,832,294,35.0,0
correlated_maximum,five_maturity_lanes,896,294,35.0,0
correlated_maximum,five_maturity_lanes,960,294,35.0,0
correlated_maximum,five_maturity_lanes,1024,312,5.0,12
correlated_maximum,five_maturity_lanes,1088,330,5.0,12
correlated_maximum,five_maturity_lanes,1152,348,5.0,12
correlated_maximum,five_maturity_lanes,1216,366,5.0,12
correlated_maximum,five_maturity_lanes,1280,366,5.0,30
correlated_maximum,five_maturity_lanes,1344,366,5.0,30
correlated_maximum,five_maturity_lanes,1408,366,5.0,30
correlated_maximum,five_maturity_lanes,1472,366,5.0,30
correlated_maximum,five_maturity_lanes,1536,378,5.0,18
correlated_maximum,five_maturity_lanes,1600,390,5.0,18
correlated_maximum,five_maturity_lanes,1664,402,5.0,18
correlated_maximum,five_maturity_lanes,1728,414,5.0,18
correlated_maximum,five_maturity_lanes,1792,426,5.0,18
correlated_maximum,five_maturity_lanes,1856,438,5.0,18
correlated_maximum,five_maturity_lanes,1920,450,5.0,18
correlated_maximum,five_maturity_lanes,1984,462,5.0,18
correlated_maximum,five_maturity_lanes,2048,432,0.0,30
correlated_maximum,five_maturity_lanes,2112,402,0.0,30
correlated_maximum,five_maturity_lanes,2176,372,0.0,30
correlated_maximum,five_maturity_lanes,2240,342,0.0,30
correlated_maximum,five_maturity_lanes,2304,330,0.0,12
correlated_maximum,five_maturity_lanes,2368,318,0.0,12
correlated_maximum,five_maturity_lanes,2432,306,0.0,12
correlated_maximum,five_maturity_lanes,2496,294,0.0,12
correlated_maximum,five_maturity_lanes,2560,282,0.0,12
correlated_maximum,five_maturity_lanes,2624,270,0.0,12
correlated_maximum,five_maturity_lanes,2688,258,0.0,12
correlated_maximum,five_maturity_lanes,2752,246,0.0,12
correlated_maximum,five_maturity_lanes,2816,234,0.0,12
correlated_maximum,five_maturity_lanes,2880,222,0.0,12
correlated_maximum,five_maturity_lanes,2944,210,0.0,12
correlated_maximum,five_maturity_lanes,3008,198,0.0,12
correlated_maximum,five_maturity_lanes,3072,198,0.0,0
correlated_maximum,five_maturity_lanes,3136,198,0.0,0
correlated_maximum,five_maturity_lanes,3200,198,0.0,0
correlated_maximum,five_maturity_lanes,3264,198,0.0,0
correlated_maximum,five_maturity_lanes,3328,198,0.0,0
correlated_maximum,five_maturity_lanes,3392,198,0.0,0
correlated_maximum,five_maturity_lanes,3456,198,0.0,0
correlated_maximum,five_maturity_lanes,3520,198,0.0,0
correlated_maximum,five_maturity_lanes,3584,198,0.0,0
correlated_maximum,five_maturity_lanes,3648,198,0.0,0
correlated_maximum,five_maturity_lanes,3712,198,0.0,0
correlated_maximum,five_maturity_lanes,3776,198,0.0,0
correlated_maximum,five_maturity_lanes,3840,198,0.0,0
correlated_maximum,five_maturity_lanes,3904,198,0.0,0
correlated_maximum,five_maturity_lanes,3968,198,0.0,0
correlated_maximum,five_maturity_lanes,4032,198,0.0,0
correlated_maximum,five_maturity_lanes,4096,193,0.0,5
correlated_maximum,five_maturity_lanes,4160,188,0.0,5
correlated_maximum,five_maturity_lanes,4224,183,0.0,5
correlated_maximum,five_maturity_lanes,4288,178,0.0,5
correlated_maximum,five_maturity_lanes,4352,173,0.0,5
correlated_maximum,five_maturity_lanes,4416,168,0.0,5
correlated_maximum,five_maturity_lanes,4480,163,0.0,5
correlated_maximum,five_maturity_lanes,4544,158,0.0,5
correlated_maximum,five_maturity_lanes,4608,123,0.0,35
correlated_maximum,five_maturity_lanes,4672,88,0.0,35
correlated_maximum,five_maturity_lanes,4736,53,0.0,35
correlated_maximum,five_maturity_lanes,4800,18,0.0,35
correlated_maximum,five_maturity_lanes,4864,0,0.0,18
correlated_maximum,five_maturity_lanes,4928,0,0.0,0
correlated_maximum,five_maturity_lanes,4992,0,0.0,0
correlated_maximum,five_maturity_lanes,5056,0,0.0,0
correlated_maximum,five_maturity_lanes,5120,0,0.0,0
correlated_maximum,five_maturity_lanes,5184,0,0.0,0
correlated_maximum,five_maturity_lanes,5248,0,0.0,0
correlated_maximum,five_maturity_lanes,5312,0,0.0,0
correlated_maximum,five_maturity_lanes,5376,0,0.0,0
correlated_maximum,five_maturity_lanes,5440,0,0.0,0
correlated_maximum,five_maturity_lanes,5504,0,0.0,0
correlated_maximum,five_maturity_lanes,5568,0,0.0,0
correlated_maximum,five_maturity_lanes,5632,0,0.0,0
correlated_maximum,five_maturity_lanes,5696,0,0.0,0
correlated_maximum,five_maturity_lanes,5760,0,0.0,0
correlated_maximum,five_maturity_lanes,5824,0,0.0,0
correlated_maximum,five_maturity_lanes,5888,0,0.0,0
correlated_maximum,five_maturity_lanes,5952,0,0.0,0
correlated_maximum,five_maturity_lanes,6016,0,0.0,0
correlated_maximum,five_maturity_lanes,6080,0,0.0,0
adversarial_occupation,shared_byte_time,0,35,0.0,0
adversarial_occupation,shared_byte_time,64,70,0.0,0
adversarial_occupation,shared_byte_time,128,205,0.0,0
adversarial_occupation,shared_byte_time,192,340,0.0,0
adversarial_occupation,shared_byte_time,256,457,0.0,18
adversarial_occupation,shared_byte_time,320,574,0.0,18
adversarial_occupation,shared_byte_time,384,691,0.0,18
adversarial_occupation,shared_byte_time,448,808,0.0,18
adversarial_occupation,shared_byte_time,512,925,0.0,18
adversarial_occupation,shared_byte_time,576,942,0.0,18
adversarial_occupation,shared_byte_time,640,959,0.0,18
adversarial_occupation,shared_byte_time,704,976,0.0,18
adversarial_occupation,shared_byte_time,768,993,0.0,18
adversarial_occupation,shared_byte_time,832,998,12.0,18
adversarial_occupation,shared_byte_time,896,998,17.0,18
adversarial_occupation,shared_byte_time,960,998,17.0,18
adversarial_occupation,shared_byte_time,1024,998,5.0,30
adversarial_occupation,shared_byte_time,1088,998,5.0,30
adversarial_occupation,shared_byte_time,1152,998,5.0,30
adversarial_occupation,shared_byte_time,1216,998,5.0,30
adversarial_occupation,shared_byte_time,1280,998,5.0,30
adversarial_occupation,shared_byte_time,1344,998,5.0,30
adversarial_occupation,shared_byte_time,1408,998,5.0,30
adversarial_occupation,shared_byte_time,1472,998,5.0,30
adversarial_occupation,shared_byte_time,1536,998,5.0,30
adversarial_occupation,shared_byte_time,1600,998,5.0,30
adversarial_occupation,shared_byte_time,1664,998,5.0,30
adversarial_occupation,shared_byte_time,1728,998,5.0,30
adversarial_occupation,shared_byte_time,1792,998,5.0,30
adversarial_occupation,shared_byte_time,1856,998,17.0,18
adversarial_occupation,shared_byte_time,1920,998,17.0,18
adversarial_occupation,shared_byte_time,1984,998,17.0,18
adversarial_occupation,shared_byte_time,2048,968,0.0,30
adversarial_occupation,shared_byte_time,2112,938,0.0,30
adversarial_occupation,shared_byte_time,2176,908,0.0,30
adversarial_occupation,shared_byte_time,2240,878,0.0,30
adversarial_occupation,shared_byte_time,2304,866,0.0,12
adversarial_occupation,shared_byte_time,2368,854,0.0,12
adversarial_occupation,shared_byte_time,2432,842,0.0,12
adversarial_occupation,shared_byte_time,2496,830,0.0,12
adversarial_occupation,shared_byte_time,2560,818,0.0,12
adversarial_occupation,shared_byte_time,2624,806,0.0,12
adversarial_occupation,shared_byte_time,2688,794,0.0,12
adversarial_occupation,shared_byte_time,2752,782,0.0,12
adversarial_occupation,shared_byte_time,2816,770,0.0,12
adversarial_occupation,shared_byte_time,2880,770,0.0,0
adversarial_occupation,shared_byte_time,2944,770,0.0,0
adversarial_occupation,shared_byte_time,3008,770,0.0,0
adversarial_occupation,shared_byte_time,3072,770,0.0,0
adversarial_occupation,shared_byte_time,3136,770,0.0,0
adversarial_occupation,shared_byte_time,3200,770,0.0,0
adversarial_occupation,shared_byte_time,3264,770,0.0,0
adversarial_occupation,shared_byte_time,3328,770,0.0,0
adversarial_occupation,shared_byte_time,3392,770,0.0,0
adversarial_occupation,shared_byte_time,3456,770,0.0,0
adversarial_occupation,shared_byte_time,3520,770,0.0,0
adversarial_occupation,shared_byte_time,3584,770,0.0,0
adversarial_occupation,shared_byte_time,3648,770,0.0,0
adversarial_occupation,shared_byte_time,3712,770,0.0,0
adversarial_occupation,shared_byte_time,3776,770,0.0,0
adversarial_occupation,shared_byte_time,3840,770,0.0,0
adversarial_occupation,shared_byte_time,3904,770,0.0,0
adversarial_occupation,shared_byte_time,3968,770,0.0,0
adversarial_occupation,shared_byte_time,4032,770,0.0,0
adversarial_occupation,shared_byte_time,4096,765,0.0,5
adversarial_occupation,shared_byte_time,4160,760,0.0,5
adversarial_occupation,shared_byte_time,4224,655,0.0,105
adversarial_occupation,shared_byte_time,4288,550,0.0,105
adversarial_occupation,shared_byte_time,4352,445,0.0,105
adversarial_occupation,shared_byte_time,4416,340,0.0,105
adversarial_occupation,shared_byte_time,4480,235,0.0,105
adversarial_occupation,shared_byte_time,4544,130,0.0,105
adversarial_occupation,shared_byte_time,4608,25,0.0,105
adversarial_occupation,shared_byte_time,4672,20,0.0,5
adversarial_occupation,shared_byte_time,4736,15,0.0,5
adversarial_occupation,shared_byte_time,4800,10,0.0,5
adversarial_occupation,shared_byte_time,4864,5,0.0,5
adversarial_occupation,shared_byte_time,4928,0,0.0,5
adversarial_occupation,shared_byte_time,4992,0,0.0,0
adversarial_occupation,shared_byte_time,5056,0,0.0,0
adversarial_occupation,shared_byte_time,5120,0,0.0,0
adversarial_occupation,shared_byte_time,5184,0,0.0,0
adversarial_occupation,shared_byte_time,5248,0,0.0,0
adversarial_occupation,shared_byte_time,5312,0,0.0,0
adversarial_occupation,shared_byte_time,5376,0,0.0,0
adversarial_occupation,shared_byte_time,5440,0,0.0,0
adversarial_occupation,shared_byte_time,5504,0,0.0,0
adversarial_occupation,shared_byte_time,5568,0,0.0,0
adversarial_occupation,shared_byte_time,5632,0,0.0,0
adversarial_occupation,shared_byte_time,5696,0,0.0,0
adversarial_occupation,shared_byte_time,5760,0,0.0,0
adversarial_occupation,shared_byte_time,5824,0,0.0,0
adversarial_occupation,shared_byte_time,5888,0,0.0,0
adversarial_occupation,shared_byte_time,5952,0,0.0,0
adversarial_occupation,shared_byte_time,6016,0,0.0,0
adversarial_occupation,shared_byte_time,6080,0,0.0,0
adversarial_occupation,term_premium,0,35,0.0,0
adversarial_occupation,term_premium,64,70,0.0,0
adversarial_occupation,term_premium,128,205,0.0,0
adversarial_occupation,term_premium,192,340,0.0,0
adversarial_occupation,term_premium,256,457,0.0,18
adversarial_occupation,term_premium,320,574,0.0,18
adversarial_occupation,term_premium,384,691,0.0,18
adversarial_occupation,term_premium,448,808,0.0,18
adversarial_occupation,term_premium,512,925,0.0,18
adversarial_occupation,term_premium,576,942,0.0,18
adversarial_occupation,term_premium,640,959,0.0,18
adversarial_occupation,term_premium,704,976,0.0,18
adversarial_occupation,term_premium,768,993,0.0,18
adversarial_occupation,term_premium,832,998,12.0,18
adversarial_occupation,term_premium,896,998,17.0,18
adversarial_occupation,term_premium,960,998,17.0,18
adversarial_occupation,term_premium,1024,998,5.0,30
adversarial_occupation,term_premium,1088,998,5.0,30
adversarial_occupation,term_premium,1152,998,5.0,30
adversarial_occupation,term_premium,1216,998,5.0,30
adversarial_occupation,term_premium,1280,998,5.0,30
adversarial_occupation,term_premium,1344,998,5.0,30
adversarial_occupation,term_premium,1408,998,5.0,30
adversarial_occupation,term_premium,1472,998,5.0,30
adversarial_occupation,term_premium,1536,998,5.0,30
adversarial_occupation,term_premium,1600,998,5.0,30
adversarial_occupation,term_premium,1664,998,5.0,30
adversarial_occupation,term_premium,1728,998,5.0,30
adversarial_occupation,term_premium,1792,998,5.0,30
adversarial_occupation,term_premium,1856,998,17.0,18
adversarial_occupation,term_premium,1920,998,17.0,18
adversarial_occupation,term_premium,1984,998,17.0,18
adversarial_occupation,term_premium,2048,968,0.0,30
adversarial_occupation,term_premium,2112,938,0.0,30
adversarial_occupation,term_premium,2176,908,0.0,30
adversarial_occupation,term_premium,2240,878,0.0,30
adversarial_occupation,term_premium,2304,866,0.0,12
adversarial_occupation,term_premium,2368,854,0.0,12
adversarial_occupation,term_premium,2432,842,0.0,12
adversarial_occupation,term_premium,2496,830,0.0,12
adversarial_occupation,term_premium,2560,818,0.0,12
adversarial_occupation,term_premium,2624,806,0.0,12
adversarial_occupation,term_premium,2688,794,0.0,12
adversarial_occupation,term_premium,2752,782,0.0,12
adversarial_occupation,term_premium,2816,770,0.0,12
adversarial_occupation,term_premium,2880,770,0.0,0
adversarial_occupation,term_premium,2944,770,0.0,0
adversarial_occupation,term_premium,3008,770,0.0,0
adversarial_occupation,term_premium,3072,770,0.0,0
adversarial_occupation,term_premium,3136,770,0.0,0
adversarial_occupation,term_premium,3200,770,0.0,0
adversarial_occupation,term_premium,3264,770,0.0,0
adversarial_occupation,term_premium,3328,770,0.0,0
adversarial_occupation,term_premium,3392,770,0.0,0
adversarial_occupation,term_premium,3456,770,0.0,0
adversarial_occupation,term_premium,3520,770,0.0,0
adversarial_occupation,term_premium,3584,770,0.0,0
adversarial_occupation,term_premium,3648,770,0.0,0
adversarial_occupation,term_premium,3712,770,0.0,0
adversarial_occupation,term_premium,3776,770,0.0,0
adversarial_occupation,term_premium,3840,770,0.0,0
adversarial_occupation,term_premium,3904,770,0.0,0
adversarial_occupation,term_premium,3968,770,0.0,0
adversarial_occupation,term_premium,4032,770,0.0,0
adversarial_occupation,term_premium,4096,765,0.0,5
adversarial_occupation,term_premium,4160,760,0.0,5
adversarial_occupation,term_premium,4224,655,0.0,105
adversarial_occupation,term_premium,4288,550,0.0,105
adversarial_occupation,term_premium,4352,445,0.0,105
adversarial_occupation,term_premium,4416,340,0.0,105
adversarial_occupation,term_premium,4480,235,0.0,105
adversarial_occupation,term_premium,4544,130,0.0,105
adversarial_occupation,term_premium,4608,25,0.0,105
adversarial_occupation,term_premium,4672,20,0.0,5
adversarial_occupation,term_premium,4736,15,0.0,5
adversarial_occupation,term_premium,4800,10,0.0,5
adversarial_occupation,term_premium,4864,5,0.0,5
adversarial_occupation,term_premium,4928,0,0.0,5
adversarial_occupation,term_premium,4992,0,0.0,0
adversarial_occupation,term_premium,5056,0,0.0,0
adversarial_occupation,term_premium,5120,0,0.0,0
adversarial_occupation,term_premium,5184,0,0.0,0
adversarial_occupation,term_premium,5248,0,0.0,0
adversarial_occupation,term_premium,5312,0,0.0,0
adversarial_occupation,term_premium,5376,0,0.0,0
adversarial_occupation,term_premium,5440,0,0.0,0
adversarial_occupation,term_premium,5504,0,0.0,0
adversarial_occupation,term_premium,5568,0,0.0,0
adversarial_occupation,term_premium,5632,0,0.0,0
adversarial_occupation,term_premium,5696,0,0.0,0
adversarial_occupation,term_premium,5760,0,0.0,0
adversarial_occupation,term_premium,5824,0,0.0,0
adversarial_occupation,term_premium,5888,0,0.0,0
adversarial_occupation,term_premium,5952,0,0.0,0
adversarial_occupation,term_premium,6016,0,0.0,0
adversarial_occupation,term_premium,6080,0,0.0,0
adversarial_occupation,five_maturity_lanes,0,35,0.0,0
adversarial_occupation,five_maturity_lanes,64,70,0.0,0
adversarial_occupation,five_maturity_lanes,128,205,0.0,0
adversarial_occupation,five_maturity_lanes,192,240,100.0,0
adversarial_occupation,five_maturity_lanes,256,257,100.0,18
adversarial_occupation,five_maturity_lanes,320,274,100.0,18
adversarial_occupation,five_maturity_lanes,384,291,100.0,18
adversarial_occupation,five_maturity_lanes,448,308,100.0,18
adversarial_occupation,five_maturity_lanes,512,325,100.0,18
adversarial_occupation,five_maturity_lanes,576,342,0.0,18
adversarial_occupation,five_maturity_lanes,640,359,0.0,18
adversarial_occupation,five_maturity_lanes,704,376,0.0,18
adversarial_occupation,five_maturity_lanes,768,393,0.0,18
adversarial_occupation,five_maturity_lanes,832,410,0.0,18
adversarial_occupation,five_maturity_lanes,896,427,0.0,18
adversarial_occupation,five_maturity_lanes,960,444,0.0,18
adversarial_occupation,five_maturity_lanes,1024,449,0.0,30
adversarial_occupation,five_maturity_lanes,1088,454,0.0,30
adversarial_occupation,five_maturity_lanes,1152,459,0.0,30
adversarial_occupation,five_maturity_lanes,1216,464,0.0,30
adversarial_occupation,five_maturity_lanes,1280,464,5.0,30
adversarial_occupation,five_maturity_lanes,1344,464,5.0,30
adversarial_occupation,five_maturity_lanes,1408,464,5.0,30
adversarial_occupation,five_maturity_lanes,1472,464,5.0,30
adversarial_occupation,five_maturity_lanes,1536,464,5.0,30
adversarial_occupation,five_maturity_lanes,1600,464,5.0,30
adversarial_occupation,five_maturity_lanes,1664,464,5.0,30
adversarial_occupation,five_maturity_lanes,1728,464,5.0,30
adversarial_occupation,five_maturity_lanes,1792,464,5.0,30
adversarial_occupation,five_maturity_lanes,1856,464,5.0,30
adversarial_occupation,five_maturity_lanes,1920,464,5.0,30
adversarial_occupation,five_maturity_lanes,1984,464,5.0,30
adversarial_occupation,five_maturity_lanes,2048,434,0.0,30
adversarial_occupation,five_maturity_lanes,2112,404,0.0,30
adversarial_occupation,five_maturity_lanes,2176,374,0.0,30
adversarial_occupation,five_maturity_lanes,2240,344,0.0,30
adversarial_occupation,five_maturity_lanes,2304,332,0.0,12
adversarial_occupation,five_maturity_lanes,2368,320,0.0,12
adversarial_occupation,five_maturity_lanes,2432,308,0.0,12
adversarial_occupation,five_maturity_lanes,2496,296,0.0,12
adversarial_occupation,five_maturity_lanes,2560,284,0.0,12
adversarial_occupation,five_maturity_lanes,2624,272,0.0,12
adversarial_occupation,five_maturity_lanes,2688,260,0.0,12
adversarial_occupation,five_maturity_lanes,2752,248,0.0,12
adversarial_occupation,five_maturity_lanes,2816,236,0.0,12
adversarial_occupation,five_maturity_lanes,2880,224,0.0,12
adversarial_occupation,five_maturity_lanes,2944,212,0.0,12
adversarial_occupation,five_maturity_lanes,3008,200,0.0,12
adversarial_occupation,five_maturity_lanes,3072,200,0.0,0
adversarial_occupation,five_maturity_lanes,3136,200,0.0,0
adversarial_occupation,five_maturity_lanes,3200,200,0.0,0
adversarial_occupation,five_maturity_lanes,3264,200,0.0,0
adversarial_occupation,five_maturity_lanes,3328,200,0.0,0
adversarial_occupation,five_maturity_lanes,3392,200,0.0,0
adversarial_occupation,five_maturity_lanes,3456,200,0.0,0
adversarial_occupation,five_maturity_lanes,3520,200,0.0,0
adversarial_occupation,five_maturity_lanes,3584,200,0.0,0
adversarial_occupation,five_maturity_lanes,3648,200,0.0,0
adversarial_occupation,five_maturity_lanes,3712,200,0.0,0
adversarial_occupation,five_maturity_lanes,3776,200,0.0,0
adversarial_occupation,five_maturity_lanes,3840,200,0.0,0
adversarial_occupation,five_maturity_lanes,3904,200,0.0,0
adversarial_occupation,five_maturity_lanes,3968,200,0.0,0
adversarial_occupation,five_maturity_lanes,4032,200,0.0,0
adversarial_occupation,five_maturity_lanes,4096,195,0.0,5
adversarial_occupation,five_maturity_lanes,4160,190,0.0,5
